unit_id,student_id,hw_title,hw_submitted,hw_grade
215023,21,3. Python Homework,TRUE,A+
216022,21,4. Pandas Homework,TRUE,A+
217066,21,5. Matplotlib Homework,TRUE,A+
218097,21,Milestone: Pave Your Pathway,TRUE,A+
219089,21,6. Python APIs Homework,TRUE,A+
220002,21,Project 1,TRUE,A+
221064,21,10. SQLAlchemy Homework,TRUE,A+
222074,21,9. SQL Homework,TRUE,A+
223013,21,Milestone: Develop Your Resume,TRUE,A+
224064,21,11. HTML and CSS Homework,TRUE,A+
225090,21,12. Web Scraping and Mongo Homework,TRUE,A+
226020,21,Project 2,TRUE,A+
228067,21,14. Plot.ly Homework,TRUE,A+
230002,21,15. Geo-mapping Homework,TRUE,A+
231056,21,Milestone: Polish Your Online Presence,TRUE,A+
232095,21,Project 3,TRUE,A+
233014,21,Milestone: Employer-Ready,TRUE,A+
234086,21,18. Tableau Homework,TRUE,A+
235060,21,19. Supervised Learning Homework,TRUE,A+
236074,21,22. Big Data Homework,TRUE,A+
237066,21,Milestone: Employer-Competitive,TRUE,A+
238036,21,Project 4,TRUE,A+
239039,21,20. Unsupervised Learning Homework,TRUE,A+
240031,21,21. Deep Learning Homework,TRUE,A+
211085,22,0: Data Prework,TRUE,A+
212070,22,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,22,1. Excel Homework,TRUE,A+
214096,22,2. Visual Basic Homework,TRUE,A+
215023,22,3. Python Homework,TRUE,A+
216022,22,4. Pandas Homework,TRUE,A+
217066,22,5. Matplotlib Homework,TRUE,A+
218097,22,Milestone: Pave Your Pathway,TRUE,A+
219089,22,6. Python APIs Homework,TRUE,A+
220002,22,Project 1,TRUE,A+
221064,22,10. SQLAlchemy Homework,TRUE,A+
222074,22,9. SQL Homework,TRUE,A+
223013,22,Milestone: Develop Your Resume,TRUE,A+
224064,22,11. HTML and CSS Homework,TRUE,A+
225090,22,12. Web Scraping and Mongo Homework,TRUE,A+
226020,22,Project 2,TRUE,A+
228067,22,14. Plot.ly Homework,TRUE,A+
230002,22,15. Geo-mapping Homework,TRUE,A+
231056,22,Milestone: Polish Your Online Presence,TRUE,A+
232095,22,Project 3,TRUE,A+
233014,22,Milestone: Employer-Ready,TRUE,A+
234086,22,18. Tableau Homework,TRUE,A+
235060,22,19. Supervised Learning Homework,TRUE,A+
236074,22,22. Big Data Homework,TRUE,A+
237066,22,Milestone: Employer-Competitive,TRUE,A+
238036,22,Project 4,TRUE,A+
239039,22,20. Unsupervised Learning Homework,TRUE,A+
240031,22,21. Deep Learning Homework,TRUE,A+
211085,23,0: Data Prework,TRUE,A+
212070,23,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,23,1. Excel Homework,TRUE,A+
214096,23,2. Visual Basic Homework,TRUE,A+
215023,23,3. Python Homework,TRUE,A+
216022,23,4. Pandas Homework,TRUE,A+
217066,23,5. Matplotlib Homework,TRUE,A+
218097,23,Milestone: Pave Your Pathway,TRUE,A+
219089,23,6. Python APIs Homework,TRUE,A+
220002,23,Project 1,TRUE,A+
221064,23,10. SQLAlchemy Homework,TRUE,A+
222074,23,9. SQL Homework,TRUE,A+
223013,23,Milestone: Develop Your Resume,TRUE,A+
224064,23,11. HTML and CSS Homework,TRUE,A+
225090,23,12. Web Scraping and Mongo Homework,TRUE,A+
226020,23,Project 2,TRUE,A+
228067,23,14. Plot.ly Homework,TRUE,A+
230002,23,15. Geo-mapping Homework,TRUE,A+
231056,23,Milestone: Polish Your Online Presence,TRUE,A+
232095,23,Project 3,TRUE,A+
233014,23,Milestone: Employer-Ready,TRUE,A+
234086,23,18. Tableau Homework,TRUE,A+
235060,23,19. Supervised Learning Homework,TRUE,A+
236074,23,22. Big Data Homework,TRUE,A+
237066,23,Milestone: Employer-Competitive,TRUE,A+
238036,23,Project 4,TRUE,A+
239039,23,20. Unsupervised Learning Homework,TRUE,A+
240031,23,21. Deep Learning Homework,TRUE,A+
211085,24,0: Data Prework,TRUE,A+
212070,24,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,24,1. Excel Homework,TRUE,A+
214096,24,2. Visual Basic Homework,TRUE,A+
215023,24,3. Python Homework,TRUE,A+
216022,24,4. Pandas Homework,TRUE,A+
217066,24,5. Matplotlib Homework,TRUE,A+
218097,24,Milestone: Pave Your Pathway,TRUE,A+
219089,24,6. Python APIs Homework,TRUE,A+
220002,24,Project 1,TRUE,A+
221064,24,10. SQLAlchemy Homework,TRUE,A+
222074,24,9. SQL Homework,TRUE,A+
223013,24,Milestone: Develop Your Resume,TRUE,A+
224064,24,11. HTML and CSS Homework,TRUE,A+
225090,24,12. Web Scraping and Mongo Homework,TRUE,A+
226020,24,Project 2,TRUE,A+
228067,24,14. Plot.ly Homework,TRUE,A+
230002,24,15. Geo-mapping Homework,TRUE,A+
231056,24,Milestone: Polish Your Online Presence,TRUE,A+
232095,24,Project 3,TRUE,A+
233014,24,Milestone: Employer-Ready,TRUE,A+
234086,24,18. Tableau Homework,TRUE,A+
235060,24,19. Supervised Learning Homework,TRUE,A+
236074,24,22. Big Data Homework,TRUE,A+
237066,24,Milestone: Employer-Competitive,TRUE,A+
238036,24,Project 4,TRUE,A+
239039,24,20. Unsupervised Learning Homework,TRUE,A+
240031,24,21. Deep Learning Homework,TRUE,A+
211085,25,0: Data Prework,TRUE,A+
212070,25,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,25,1. Excel Homework,TRUE,A+
214096,25,2. Visual Basic Homework,TRUE,A+
215023,25,3. Python Homework,TRUE,A+
216022,25,4. Pandas Homework,TRUE,A+
217066,25,5. Matplotlib Homework,TRUE,A+
218097,25,Milestone: Pave Your Pathway,TRUE,A+
219089,25,6. Python APIs Homework,TRUE,A+
220002,25,Project 1,TRUE,A+
221064,25,10. SQLAlchemy Homework,TRUE,A+
222074,25,9. SQL Homework,TRUE,A+
223013,25,Milestone: Develop Your Resume,TRUE,A+
224064,25,11. HTML and CSS Homework,TRUE,A+
225090,25,12. Web Scraping and Mongo Homework,TRUE,A+
226020,25,Project 2,TRUE,A+
228067,25,14. Plot.ly Homework,TRUE,A+
230002,25,15. Geo-mapping Homework,TRUE,A+
231056,25,Milestone: Polish Your Online Presence,TRUE,A+
232095,25,Project 3,TRUE,A+
233014,25,Milestone: Employer-Ready,TRUE,A+
234086,25,18. Tableau Homework,TRUE,A+
235060,25,19. Supervised Learning Homework,TRUE,A+
236074,25,22. Big Data Homework,TRUE,A+
237066,25,Milestone: Employer-Competitive,TRUE,A+
238036,25,Project 4,TRUE,A+
239039,25,20. Unsupervised Learning Homework,TRUE,A+
240031,25,21. Deep Learning Homework,TRUE,A+
211085,26,0: Data Prework,TRUE,A+
212070,26,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,26,1. Excel Homework,TRUE,A+
214096,26,2. Visual Basic Homework,TRUE,A+
215023,26,3. Python Homework,TRUE,A+
216022,26,4. Pandas Homework,TRUE,A+
217066,26,5. Matplotlib Homework,TRUE,A+
218097,26,Milestone: Pave Your Pathway,TRUE,A+
219089,26,6. Python APIs Homework,TRUE,A+
220002,26,Project 1,TRUE,A+
221064,26,10. SQLAlchemy Homework,TRUE,A+
222074,26,9. SQL Homework,TRUE,A+
223013,26,Milestone: Develop Your Resume,TRUE,A+
224064,26,11. HTML and CSS Homework,TRUE,A+
225090,26,12. Web Scraping and Mongo Homework,TRUE,A+
226020,26,Project 2,TRUE,A+
228067,26,14. Plot.ly Homework,TRUE,A+
230002,26,15. Geo-mapping Homework,TRUE,A+
231056,26,Milestone: Polish Your Online Presence,TRUE,A+
232095,26,Project 3,TRUE,A+
233014,26,Milestone: Employer-Ready,TRUE,A+
234086,26,18. Tableau Homework,TRUE,A+
235060,26,19. Supervised Learning Homework,TRUE,A+
236074,26,22. Big Data Homework,TRUE,A+
237066,26,Milestone: Employer-Competitive,TRUE,A+
238036,26,Project 4,TRUE,A+
239039,26,20. Unsupervised Learning Homework,TRUE,A+
240031,26,21. Deep Learning Homework,TRUE,A+
211085,27,0: Data Prework,TRUE,A+
212070,27,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,27,1. Excel Homework,TRUE,A+
214096,27,2. Visual Basic Homework,TRUE,A+
215023,27,3. Python Homework,TRUE,A+
216022,27,4. Pandas Homework,TRUE,A+
217066,27,5. Matplotlib Homework,TRUE,A+
218097,27,Milestone: Pave Your Pathway,TRUE,A+
219089,27,6. Python APIs Homework,TRUE,A+
220002,27,Project 1,TRUE,A+
221064,27,10. SQLAlchemy Homework,TRUE,A+
222074,27,9. SQL Homework,TRUE,A+
223013,27,Milestone: Develop Your Resume,TRUE,A+
224064,27,11. HTML and CSS Homework,TRUE,A+
225090,27,12. Web Scraping and Mongo Homework,TRUE,A+
226020,27,Project 2,TRUE,A+
228067,27,14. Plot.ly Homework,TRUE,A+
230002,27,15. Geo-mapping Homework,TRUE,A+
231056,27,Milestone: Polish Your Online Presence,TRUE,A+
232095,27,Project 3,TRUE,A+
233014,27,Milestone: Employer-Ready,TRUE,A+
234086,27,18. Tableau Homework,TRUE,A+
235060,27,19. Supervised Learning Homework,TRUE,A+
236074,27,22. Big Data Homework,TRUE,A+
237066,27,Milestone: Employer-Competitive,TRUE,A+
238036,27,Project 4,TRUE,A+
239039,27,20. Unsupervised Learning Homework,TRUE,A+
240031,27,21. Deep Learning Homework,TRUE,A+
221098,28,0: Data Prework,TRUE,A+
222028,28,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,28,1. Excel Homework,TRUE,A+
224010,28,2. Visual Basic Homework,TRUE,A+
225060,28,3. Python Homework,TRUE,A+
226069,28,4. Pandas Homework,TRUE,A+
227052,28,5. Matplotlib Homework,TRUE,A+
228052,28,Milestone: Pave Your Pathway,TRUE,A+
229014,28,6. Python APIs Homework,TRUE,A+
230090,28,Project 1,TRUE,A+
231014,28,10. SQLAlchemy Homework,TRUE,A+
232059,28,9. SQL Homework,TRUE,A+
233012,28,Milestone: Develop Your Resume,TRUE,A+
234060,28,11. HTML and CSS Homework,TRUE,A+
235019,28,12. Web Scraping and Mongo Homework,TRUE,A+
236073,28,Project 2,TRUE,A+
238065,28,14. Plot.ly Homework,TRUE,A+
240034,28,15. Geo-mapping Homework,TRUE,A+
241018,28,Milestone: Polish Your Online Presence,TRUE,A+
242053,28,Project 3,TRUE,A+
243072,28,Milestone: Employer-Ready,TRUE,A+
244090,28,18. Tableau Homework,TRUE,A+
245022,28,19. Supervised Learning Homework,TRUE,A+
246063,28,22. Big Data Homework,TRUE,A+
247012,28,Milestone: Employer-Competitive,TRUE,A+
248022,28,Project 4,TRUE,A+
249043,28,20. Unsupervised Learning Homework,TRUE,A+
250064,28,21. Deep Learning Homework,TRUE,A+
221098,29,0: Data Prework,TRUE,A+
222028,29,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,29,1. Excel Homework,TRUE,A+
224010,29,2. Visual Basic Homework,TRUE,A+
225060,29,3. Python Homework,TRUE,A+
226069,29,4. Pandas Homework,TRUE,A+
227052,29,5. Matplotlib Homework,TRUE,A+
228052,29,Milestone: Pave Your Pathway,TRUE,A+
229014,29,6. Python APIs Homework,TRUE,A+
230090,29,Project 1,TRUE,A+
231014,29,10. SQLAlchemy Homework,TRUE,A+
232059,29,9. SQL Homework,TRUE,A+
233012,29,Milestone: Develop Your Resume,TRUE,A+
234060,29,11. HTML and CSS Homework,TRUE,A+
235019,29,12. Web Scraping and Mongo Homework,TRUE,A+
236073,29,Project 2,TRUE,A+
238065,29,14. Plot.ly Homework,TRUE,A+
240034,29,15. Geo-mapping Homework,TRUE,A+
241018,29,Milestone: Polish Your Online Presence,TRUE,A+
242053,29,Project 3,TRUE,A+
243072,29,Milestone: Employer-Ready,TRUE,A+
244090,29,18. Tableau Homework,TRUE,A+
245022,29,19. Supervised Learning Homework,TRUE,A+
246063,29,22. Big Data Homework,TRUE,A+
247012,29,Milestone: Employer-Competitive,TRUE,A+
248022,29,Project 4,TRUE,A+
249043,29,20. Unsupervised Learning Homework,TRUE,A+
250064,29,21. Deep Learning Homework,TRUE,A+
221098,30,0: Data Prework,TRUE,A+
222028,30,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,30,1. Excel Homework,TRUE,A+
224010,30,2. Visual Basic Homework,TRUE,A+
225060,30,3. Python Homework,TRUE,A+
226069,30,4. Pandas Homework,TRUE,A+
227052,30,5. Matplotlib Homework,TRUE,A+
228052,30,Milestone: Pave Your Pathway,TRUE,A+
229014,30,6. Python APIs Homework,TRUE,A+
230090,30,Project 1,TRUE,A+
231014,30,10. SQLAlchemy Homework,TRUE,A+
232059,30,9. SQL Homework,TRUE,A+
233012,30,Milestone: Develop Your Resume,TRUE,A+
234060,30,11. HTML and CSS Homework,TRUE,A+
235019,30,12. Web Scraping and Mongo Homework,TRUE,A+
236073,30,Project 2,TRUE,A+
238065,30,14. Plot.ly Homework,TRUE,A+
240034,30,15. Geo-mapping Homework,TRUE,A+
241018,30,Milestone: Polish Your Online Presence,TRUE,A+
242053,30,Project 3,TRUE,A+
243072,30,Milestone: Employer-Ready,TRUE,A+
244090,30,18. Tableau Homework,TRUE,A+
245022,30,19. Supervised Learning Homework,TRUE,A+
246063,30,22. Big Data Homework,TRUE,A+
247012,30,Milestone: Employer-Competitive,TRUE,A+
248022,30,Project 4,TRUE,A+
249043,30,20. Unsupervised Learning Homework,TRUE,A+
250064,30,21. Deep Learning Homework,TRUE,A+
221098,31,0: Data Prework,TRUE,A+
222028,31,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,31,1. Excel Homework,TRUE,A+
224010,31,2. Visual Basic Homework,TRUE,A+
225060,31,3. Python Homework,TRUE,A+
226069,31,4. Pandas Homework,TRUE,A+
227052,31,5. Matplotlib Homework,TRUE,A+
228052,31,Milestone: Pave Your Pathway,TRUE,A+
229014,31,6. Python APIs Homework,TRUE,A+
230090,31,Project 1,TRUE,A+
231014,31,10. SQLAlchemy Homework,TRUE,A+
232059,31,9. SQL Homework,TRUE,A+
233012,31,Milestone: Develop Your Resume,TRUE,A+
234060,31,11. HTML and CSS Homework,TRUE,A+
235019,31,12. Web Scraping and Mongo Homework,TRUE,A+
236073,31,Project 2,TRUE,A+
238065,31,14. Plot.ly Homework,TRUE,A+
240034,31,15. Geo-mapping Homework,TRUE,A+
241018,31,Milestone: Polish Your Online Presence,TRUE,A+
242053,31,Project 3,TRUE,A+
243072,31,Milestone: Employer-Ready,TRUE,A+
244090,31,18. Tableau Homework,TRUE,A+
245022,31,19. Supervised Learning Homework,TRUE,A+
246063,31,22. Big Data Homework,TRUE,A+
247012,31,Milestone: Employer-Competitive,TRUE,A+
248022,31,Project 4,TRUE,A+
249043,31,20. Unsupervised Learning Homework,TRUE,A+
250064,31,21. Deep Learning Homework,TRUE,A+
221098,32,0: Data Prework,TRUE,A+
222028,32,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,32,1. Excel Homework,TRUE,A+
224010,32,2. Visual Basic Homework,TRUE,A+
225060,32,3. Python Homework,TRUE,A+
226069,32,4. Pandas Homework,TRUE,A+
227052,32,5. Matplotlib Homework,TRUE,A+
228052,32,Milestone: Pave Your Pathway,TRUE,A+
229014,32,6. Python APIs Homework,TRUE,A+
230090,32,Project 1,TRUE,A+
231014,32,10. SQLAlchemy Homework,TRUE,A+
232059,32,9. SQL Homework,TRUE,A+
233012,32,Milestone: Develop Your Resume,TRUE,A+
234060,32,11. HTML and CSS Homework,TRUE,A+
235019,32,12. Web Scraping and Mongo Homework,TRUE,A+
236073,32,Project 2,TRUE,A+
238065,32,14. Plot.ly Homework,TRUE,A+
240034,32,15. Geo-mapping Homework,TRUE,A+
241018,32,Milestone: Polish Your Online Presence,TRUE,A+
242053,32,Project 3,TRUE,A+
243072,32,Milestone: Employer-Ready,TRUE,A+
244090,32,18. Tableau Homework,TRUE,A+
245022,32,19. Supervised Learning Homework,TRUE,A+
246063,32,22. Big Data Homework,TRUE,A+
247012,32,Milestone: Employer-Competitive,TRUE,A+
248022,32,Project 4,TRUE,A+
249043,32,20. Unsupervised Learning Homework,TRUE,A+
250064,32,21. Deep Learning Homework,TRUE,A+
221098,33,0: Data Prework,TRUE,A+
222028,33,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,33,1. Excel Homework,TRUE,A+
224010,33,2. Visual Basic Homework,TRUE,A+
225060,33,3. Python Homework,TRUE,A+
226069,33,4. Pandas Homework,TRUE,A+
227052,33,5. Matplotlib Homework,TRUE,A+
228052,33,Milestone: Pave Your Pathway,TRUE,A+
229014,33,6. Python APIs Homework,TRUE,A+
230090,33,Project 1,TRUE,A+
231014,33,10. SQLAlchemy Homework,TRUE,A+
232059,33,9. SQL Homework,TRUE,A+
233012,33,Milestone: Develop Your Resume,TRUE,A+
234060,33,11. HTML and CSS Homework,TRUE,A+
235019,33,12. Web Scraping and Mongo Homework,TRUE,A+
236073,33,Project 2,TRUE,A+
238065,33,14. Plot.ly Homework,TRUE,A+
240034,33,15. Geo-mapping Homework,TRUE,A+
241018,33,Milestone: Polish Your Online Presence,TRUE,A+
242053,33,Project 3,TRUE,A+
243072,33,Milestone: Employer-Ready,TRUE,A+
244090,33,18. Tableau Homework,TRUE,A+
245022,33,19. Supervised Learning Homework,TRUE,A+
246063,33,22. Big Data Homework,TRUE,A+
247012,33,Milestone: Employer-Competitive,TRUE,A+
248022,33,Project 4,TRUE,A+
249043,33,20. Unsupervised Learning Homework,TRUE,A+
250064,33,21. Deep Learning Homework,TRUE,A+
221098,34,0: Data Prework,TRUE,A+
222028,34,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,34,1. Excel Homework,TRUE,A+
224010,34,2. Visual Basic Homework,TRUE,A+
225060,34,3. Python Homework,TRUE,A+
226069,34,4. Pandas Homework,TRUE,A+
227052,34,5. Matplotlib Homework,TRUE,A+
228052,34,Milestone: Pave Your Pathway,TRUE,A+
229014,34,6. Python APIs Homework,TRUE,A+
230090,34,Project 1,TRUE,A+
231014,34,10. SQLAlchemy Homework,TRUE,A+
232059,34,9. SQL Homework,TRUE,A+
233012,34,Milestone: Develop Your Resume,TRUE,A+
234060,34,11. HTML and CSS Homework,TRUE,A+
235019,34,12. Web Scraping and Mongo Homework,TRUE,A+
236073,34,Project 2,TRUE,A+
238065,34,14. Plot.ly Homework,TRUE,A+
240034,34,15. Geo-mapping Homework,TRUE,A+
241018,34,Milestone: Polish Your Online Presence,TRUE,A+
242053,34,Project 3,TRUE,A+
243072,34,Milestone: Employer-Ready,TRUE,A+
244090,34,18. Tableau Homework,TRUE,A+
245022,34,19. Supervised Learning Homework,TRUE,A+
246063,34,22. Big Data Homework,TRUE,A+
247012,34,Milestone: Employer-Competitive,TRUE,A+
248022,34,Project 4,TRUE,A+
249043,34,20. Unsupervised Learning Homework,TRUE,A+
250064,34,21. Deep Learning Homework,TRUE,A+
221098,35,0: Data Prework,TRUE,A+
222028,35,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,35,1. Excel Homework,TRUE,A+
224010,35,2. Visual Basic Homework,TRUE,A+
225060,35,3. Python Homework,TRUE,A+
226069,35,4. Pandas Homework,TRUE,A+
227052,35,5. Matplotlib Homework,TRUE,A+
228052,35,Milestone: Pave Your Pathway,TRUE,A+
229014,35,6. Python APIs Homework,TRUE,A+
230090,35,Project 1,TRUE,A+
231014,35,10. SQLAlchemy Homework,TRUE,A+
232059,35,9. SQL Homework,TRUE,A+
233012,35,Milestone: Develop Your Resume,TRUE,A+
234060,35,11. HTML and CSS Homework,TRUE,A+
235019,35,12. Web Scraping and Mongo Homework,TRUE,A+
236073,35,Project 2,TRUE,A+
238065,35,14. Plot.ly Homework,TRUE,A+
240034,35,15. Geo-mapping Homework,TRUE,A+
241018,35,Milestone: Polish Your Online Presence,TRUE,A+
242053,35,Project 3,TRUE,A+
243072,35,Milestone: Employer-Ready,TRUE,A+
244090,35,18. Tableau Homework,TRUE,A+
245022,35,19. Supervised Learning Homework,TRUE,A+
246063,35,22. Big Data Homework,TRUE,A+
247012,35,Milestone: Employer-Competitive,TRUE,A+
248022,35,Project 4,TRUE,A+
249043,35,20. Unsupervised Learning Homework,TRUE,A+
250064,35,21. Deep Learning Homework,TRUE,A+
221098,36,0: Data Prework,TRUE,A+
222028,36,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,36,1. Excel Homework,TRUE,A+
224010,36,2. Visual Basic Homework,TRUE,A+
225060,36,3. Python Homework,TRUE,A+
226069,36,4. Pandas Homework,TRUE,A+
227052,36,5. Matplotlib Homework,TRUE,A+
228052,36,Milestone: Pave Your Pathway,TRUE,A+
229014,36,6. Python APIs Homework,TRUE,A+
230090,36,Project 1,TRUE,A+
231014,36,10. SQLAlchemy Homework,TRUE,A+
232059,36,9. SQL Homework,TRUE,A+
233012,36,Milestone: Develop Your Resume,TRUE,A+
234060,36,11. HTML and CSS Homework,TRUE,A+
235019,36,12. Web Scraping and Mongo Homework,TRUE,A+
236073,36,Project 2,TRUE,A+
238065,36,14. Plot.ly Homework,TRUE,A+
240034,36,15. Geo-mapping Homework,TRUE,A+
241018,36,Milestone: Polish Your Online Presence,TRUE,A+
242053,36,Project 3,TRUE,A+
243072,36,Milestone: Employer-Ready,TRUE,A+
244090,36,18. Tableau Homework,TRUE,A+
245022,36,19. Supervised Learning Homework,TRUE,A+
246063,36,22. Big Data Homework,TRUE,A+
247012,36,Milestone: Employer-Competitive,TRUE,A+
248022,36,Project 4,TRUE,A+
249043,36,20. Unsupervised Learning Homework,TRUE,A+
250064,36,21. Deep Learning Homework,TRUE,A+
221098,37,0: Data Prework,TRUE,A+
222028,37,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,37,1. Excel Homework,TRUE,A+
224010,37,2. Visual Basic Homework,TRUE,A+
225060,37,3. Python Homework,TRUE,A+
226069,37,4. Pandas Homework,TRUE,A+
227052,37,5. Matplotlib Homework,TRUE,A+
228052,37,Milestone: Pave Your Pathway,TRUE,A+
229014,37,6. Python APIs Homework,TRUE,A+
230090,37,Project 1,TRUE,A+
231014,37,10. SQLAlchemy Homework,TRUE,A+
232059,37,9. SQL Homework,TRUE,A+
233012,37,Milestone: Develop Your Resume,TRUE,A+
234060,37,11. HTML and CSS Homework,TRUE,A+
235019,37,12. Web Scraping and Mongo Homework,TRUE,A+
236073,37,Project 2,TRUE,A+
238065,37,14. Plot.ly Homework,TRUE,A+
240034,37,15. Geo-mapping Homework,TRUE,A+
241018,37,Milestone: Polish Your Online Presence,TRUE,A+
242053,37,Project 3,TRUE,A+
243072,37,Milestone: Employer-Ready,TRUE,A+
244090,37,18. Tableau Homework,TRUE,A+
245022,37,19. Supervised Learning Homework,TRUE,A+
246063,37,22. Big Data Homework,TRUE,A+
247012,37,Milestone: Employer-Competitive,TRUE,A+
248022,37,Project 4,TRUE,A+
249043,37,20. Unsupervised Learning Homework,TRUE,A+
250064,37,21. Deep Learning Homework,TRUE,A+
221098,38,0: Data Prework,TRUE,A+
222028,38,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,38,1. Excel Homework,TRUE,A+
224010,38,2. Visual Basic Homework,TRUE,A+
225060,38,3. Python Homework,TRUE,A+
226069,38,4. Pandas Homework,TRUE,A+
227052,38,5. Matplotlib Homework,TRUE,A+
228052,38,Milestone: Pave Your Pathway,TRUE,A+
229014,38,6. Python APIs Homework,TRUE,A+
230090,38,Project 1,TRUE,A+
231014,38,10. SQLAlchemy Homework,TRUE,A+
232059,38,9. SQL Homework,TRUE,A+
233012,38,Milestone: Develop Your Resume,TRUE,A+
234060,38,11. HTML and CSS Homework,TRUE,A+
235019,38,12. Web Scraping and Mongo Homework,TRUE,A+
236073,38,Project 2,TRUE,A+
238065,38,14. Plot.ly Homework,TRUE,A+
240034,38,15. Geo-mapping Homework,TRUE,A+
241018,38,Milestone: Polish Your Online Presence,TRUE,A+
242053,38,Project 3,TRUE,A+
243072,38,Milestone: Employer-Ready,TRUE,A+
244090,38,18. Tableau Homework,TRUE,A+
245022,38,19. Supervised Learning Homework,TRUE,A+
246063,38,22. Big Data Homework,TRUE,A+
247012,38,Milestone: Employer-Competitive,TRUE,A+
248022,38,Project 4,TRUE,A+
249043,38,20. Unsupervised Learning Homework,TRUE,A+
250064,38,21. Deep Learning Homework,TRUE,A+
221098,39,0: Data Prework,TRUE,A+
222028,39,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,39,1. Excel Homework,TRUE,A+
224010,39,2. Visual Basic Homework,TRUE,A+
225060,39,3. Python Homework,TRUE,A+
226069,39,4. Pandas Homework,TRUE,A+
227052,39,5. Matplotlib Homework,TRUE,A+
228052,39,Milestone: Pave Your Pathway,TRUE,A+
229014,39,6. Python APIs Homework,TRUE,A+
230090,39,Project 1,TRUE,A+
231014,39,10. SQLAlchemy Homework,TRUE,A+
232059,39,9. SQL Homework,TRUE,A+
233012,39,Milestone: Develop Your Resume,TRUE,A+
234060,39,11. HTML and CSS Homework,TRUE,A+
235019,39,12. Web Scraping and Mongo Homework,TRUE,A+
236073,39,Project 2,TRUE,A+
238065,39,14. Plot.ly Homework,TRUE,A+
240034,39,15. Geo-mapping Homework,TRUE,A+
241018,39,Milestone: Polish Your Online Presence,TRUE,A+
242053,39,Project 3,TRUE,A+
243072,39,Milestone: Employer-Ready,TRUE,A+
244090,39,18. Tableau Homework,TRUE,A+
245022,39,19. Supervised Learning Homework,TRUE,A+
246063,39,22. Big Data Homework,TRUE,A+
247012,39,Milestone: Employer-Competitive,TRUE,A+
248022,39,Project 4,TRUE,A+
249043,39,20. Unsupervised Learning Homework,TRUE,A+
250064,39,21. Deep Learning Homework,TRUE,A+
221098,40,0: Data Prework,TRUE,A+
222028,40,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,40,1. Excel Homework,TRUE,A+
224010,40,2. Visual Basic Homework,TRUE,A+
225060,40,3. Python Homework,TRUE,A+
226069,40,4. Pandas Homework,TRUE,A+
227052,40,5. Matplotlib Homework,TRUE,A+
228052,40,Milestone: Pave Your Pathway,TRUE,A+
229014,40,6. Python APIs Homework,TRUE,A+
230090,40,Project 1,TRUE,A+
231014,40,10. SQLAlchemy Homework,TRUE,A+
232059,40,9. SQL Homework,TRUE,A+
233012,40,Milestone: Develop Your Resume,TRUE,A+
234060,40,11. HTML and CSS Homework,TRUE,A+
235019,40,12. Web Scraping and Mongo Homework,TRUE,A+
236073,40,Project 2,TRUE,A+
238065,40,14. Plot.ly Homework,TRUE,A+
240034,40,15. Geo-mapping Homework,TRUE,A+
241018,40,Milestone: Polish Your Online Presence,TRUE,A+
242053,40,Project 3,TRUE,A+
243072,40,Milestone: Employer-Ready,TRUE,A+
244090,40,18. Tableau Homework,TRUE,A+
245022,40,19. Supervised Learning Homework,TRUE,A+
246063,40,22. Big Data Homework,TRUE,A+
247012,40,Milestone: Employer-Competitive,TRUE,A+
248022,40,Project 4,TRUE,A+
249043,40,20. Unsupervised Learning Homework,TRUE,A+
250064,40,21. Deep Learning Homework,TRUE,A+
221098,41,0: Data Prework,TRUE,A+
222028,41,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
223039,41,1. Excel Homework,TRUE,A+
224010,41,2. Visual Basic Homework,TRUE,A+
225060,41,3. Python Homework,TRUE,A+
226069,41,4. Pandas Homework,TRUE,A+
227052,41,5. Matplotlib Homework,TRUE,A+
228052,41,Milestone: Pave Your Pathway,TRUE,A+
229014,41,6. Python APIs Homework,TRUE,A+
230090,41,Project 1,TRUE,A+
